:START_ID,:END_ID,:TYPE,subject_entity,object_entity,source_type
INFLATION,THE_CENTRAL_BANK,PUSH,ORG,ORG,News
INFLATION,AMERICANS,PUSH,ORG,NORP,News
FRANCE,APP_STORES,DELIST,GPE,ORG,News
BOTS,CONSOLES,BUY,ORG,ORG,News
TOTOKI,BLOOMBERG,TELL,PERSON,PERSON,News
RETAILERS,WORKERS,ALLOCATE,PERSON,ORG,News
CHINA,TAIWAN,RECAPTURE,GPE,GPE,News
THE_TRUMP_ADMINISTRATION,CHIP_SHORTAGES,BEGIN,ORG,PERSON,News
PRODUCTS,TSMC,NEGOTIATE,ORG,ORG,News
CHINAS_SHANGHAI_COMPOSITE,0.59,RALLY,ORG,PRODUCT,News
THE_CITY_COUNCIL,MPD_METROPOLITAN_POLICE_DEPARTMENT,DEFUND,ORG,ORG,News
VEHICLES,FORD_MOTOR_CO.,MULL,GPE,ORG,News
ROBINHOOD_MARKETS_INC.,EARNINGS,REPORT,ORG,ORG,News
ROBINHOOD_MARKETS_INC.,SALES,REPORT,ORG,PRODUCT,News
FORD,SUV,UPCOME,ORG,ORG,News
MORE.HILLARY_CLINTON,THE_U.S.,TELL,PERSON,ORG,News
JOHN_KERRY,IRAN,TELL,PERSON,GPE,News
TEXAS,CENSUS,SWEEPSTAKE,GPE,PERSON,News
INSIDER,NICK_NELSON,SPEAK,PERSON,PERSON,News
NICK_NELSON,INSIDER,TELL,PERSON,PERSON,News
CONSENSUS,EARNINGS,UPGRADE,ORG,ORG,News
TEXAS_INSTRUMENTS,EARNINGS,REPORT,ORG,ORG,News
MAINTENANCE,VEHICLES,FOCUS,PERSON,GPE,News
GLOBALFOUNDRIES,REVENUE,EXPECT,ORG,PRODUCT,News
GOODS,CONSUMERS,SPEND,ORG,GPE,News
FORWARD.THE_UNITED_STATES,THE_UNITED_STATES,FOLLOW,GPE,GPE,News
CONTAINERS,RETAILERS,CLAIM,ORG,PERSON,News
THE_COMPANY,VENDORS,INFORM,ORG,PRODUCT,News
APPLE,SUPPLIERS,TELL,ORG,NORP,News
APPLE_INC,VENDORS,INFORM,ORG,PRODUCT,News
APPLE,VENDORS,TELL,ORG,PRODUCT,News
FORD,CHIPS,BEGIN,ORG,ORG,News
DISNEY,BOB,LEAD,ORG,PERSON,News
RAIMONDO,CNN,TELL,PERSON,ORG,News
RAIMONDO,COMPANIES,FORCE,PERSON,ORG,News
BUSINESSES,WORKERS,HIRE,PERSON,ORG,News
KIDS,RESIDENTS,CARE,PERSON,ORG,News
HONDA,ELECTRIC,EMBRACE,ORG,ORG,News
ABBOTT,BARTIROMO,TELL,ORG,PERSON,News
SEMICONDUCTORS,SUPPLY,OUTSTRIP,GPE,ORG,News
NUROS,PRIUSES,SELFDRIVE,ORG,PRODUCT,News
ZUM,LIZ_SANCHEZ,HIRE,PERSON,PERSON,News
TESLA,EARNINGS,DELIVER,PRODUCT,ORG,News
APPLE,SUPPLIERS,CAUTION,ORG,NORP,News
APPLE,DEMAND,EXPECT,ORG,ORG,News
MICRON,ATLANTA,CHOOSE,ORG,GPE,News
OREGON,WYSE,POSITION,GPE,PERSON,News
COMPANIES,WAGES,RAISE,ORG,PERSON,News
PALANTIR,INSIGHTS,PROVIDE,ORG,ORG,News
MICRON_TECHNOLOGY_INC.,ATLANTA,CHOOSE,ORG,GPE,News
KELLOGG,WORKERS,REPLACE,ORG,ORG,News
APPLE_INC.,VENDORS,INSTRUCT,ORG,PRODUCT,News
MONEY,HERO_ENTERPRISE,POUR,ORG,ORG,News
AGGARWAL,OLA_ELECTRIC,SPEARHEAD,GPE,ORG,News
RETAILERS,CONSUMERS,URGE,PERSON,GPE,News
RETAILERS,SHOPPERS,ENCOURAGE,PERSON,PERSON,News
FREEMAN,THE_BIDEN_ADMINISTRATION,CONVINCE,ORG,ORG,News
FIDELITY,MONEY,RAISE,ORG,ORG,News
CNBC,CAPACITY,INCREASE,ORG,ORG,News
WORKERS,FORD,BRING,ORG,ORG,News
USERS,NIO_EVS,BUY,ORG,PRODUCT,News
COMPANIES,INVESTMENT,CUT,ORG,ORG,News
CHIPS,RESIN,USE,ORG,ORG,Wiki
AVAGO_TECHNOLOGIES,INFINEON_TECHNOLOGIES,ACQUIRE,ORG,ORG,Wiki
AVAGO_TECHNOLOGIES,BROADCOM_CORPORATION,BUY,ORG,ORG,Wiki
QUALCOMM,BROADCOM,PURCHASE,PERSON,ORG,Wiki
THE_EUROPEAN_UNION,BROADCOM,STOP,ORG,ORG,Wiki
BROADCOM,CLOUD,ACQUIRE,ORG,PERSON,Wiki
BROADCOM,NETFLIX,SUE,ORG,ORG,Wiki
THE_U.S._GEOLOGICAL_SURVEY,THE_JAPAN_METEOROLOGICAL_AGENCY,LOWER,ORG,ORG,Wiki
JAPAN,A_STATE_OF_EMERGENCY,DECLARE,GPE,ORG,Wiki
ENGLISH,THE_JAPAN_DIGITAL_ARCHIVE,PRESENT,LANGUAGE,ORG,Wiki
THE_WHITE_HOUSE,INFORMATION,PROVIDE,ORG,ORG,Wiki
LEGISLATION,UNION,PUSH,PERSON,ORG,Wiki
AMD,MANUFACTURING,ENTER,ORG,GPE,Wiki
AMD,ADVANCED_MICRO_COMPUTERS,CLOSE,ORG,ORG,Wiki
INTEL,AMD,PROVIDE,ORG,ORG,Wiki
AMD,MANUFACTURING,SPIN,ORG,GPE,Wiki
AMD,AMD_OF,DIVEST,ORG,ORG,Wiki
JUNE,WHO,SERVE,GPE,ORG,Wiki
AMD,XILINX,ACQUIRE,ORG,GPE,Wiki
INTEL,AMD,COUNTERSUE,ORG,ORG,Wiki
PENTIUM,INTEL,INTRODUCE,ORG,ORG,Wiki
AMD,NEXGEN,PURCHASE,ORG,ORG,Wiki
AM3,PHENOM_II,USE,PERSON,PERSON,Wiki
2010,MAGNY_COURS,RELEASE,PRODUCT,ORG,Wiki
WINDOWS_7,LAPTOPS,RUN,PRODUCT,NORP,Wiki
BULLDOZER,AMD,BRING,PERSON,ORG,Wiki
2013,PILEDRIVER,FOLLOW,PRODUCT,PERSON,Wiki
AMD,AMD_RYZEN_MOBILE_4000,ANNOUNCE,ORG,PRODUCT,Wiki
MICROSOFT,ATI,DESIGN,ORG,ORG,Wiki
ADVANCED_MICRO_DEVICES,ATI,ACQUIRE,ORG,ORG,Wiki
RAJA_KODURI,RTG,LEAVE,PERSON,ORG,Wiki
AMD,THE_AMD_EMBEDDED_GSERIES_ACCELERATED_PROCESSING_UNIT,ANNOUNCE,ORG,ORG,Wiki
AMD,RADEON,SELL,ORG,ORG,Wiki
2017,AMD,NOTE,PRODUCT,ORG,Wiki
AMD,SILICON,GAIN,ORG,ORG,Wiki
MICROSOFT,AMD,POWER,ORG,ORG,Wiki
SAMSUNG,AMD,PARTNER,ORG,ORG,Wiki
AMD,MMX,ACKNOWLEDGE,ORG,ORG,Wiki
THE_ENOUGH_PROJECT,AMD,RAT,ORG,ORG,Wiki
CORONA,TEDROS_ADHANOM_GHEBREYESUS,EXPLAIN,GPE,PERSON,Wiki
COVID19,WHO,TEST,PERSON,ORG,Wiki
SOUTH_KOREA,QUARANTINES,INTRODUCE,GPE,PERSON,Wiki
CDC,DATA,PUBLISH,ORG,GPE,Wiki
PEOPLE,DELTA,TRANSMIT,ORG,ORG,Wiki
WHO,PEOPLE,ENCOURAGE,ORG,ORG,Wiki
ITALY,CHINA,OVERTAKE,GPE,GPE,Wiki
FRANCE,WHO,INFECT,GPE,ORG,Wiki
AUTHORITIES,CONTACT_TRACING,MANAGE,ORG,PERSON,Wiki
IRAN,CASES,CONFIRM,GPE,PERSON,Wiki
SOUTH_KOREA,COVID19,CONFIRM,GPE,PERSON,Wiki
WINTER,COVID19,RISE,PERSON,PERSON,Wiki
ITALY,WHO,TRAVEL,GPE,ORG,Wiki
OCEANIA,THE_COVID19_PANDEMIC,REACH,ORG,ORG,Wiki
NEW_ZEALAND,AUSTRALIA,PRAISE,GPE,GPE,Wiki
NORWAY,HELP,OFFER,GPE,ORG,Wiki
SOUTH_KOREA,JAPANS,CRITICISE,GPE,NORP,Wiki
CHINA,CASES,CONFINE,GPE,PERSON,Wiki
AMNESTY_INTERNATIONAL,ITALY,CHANGE,ORG,GPE,Wiki
COVID23,COVID19,MUTATE,ORG,PERSON,Wiki
NICK_SZABO,GOLD,DESCRIBE,PERSON,ORG,Wiki
ETHEREUM,POW,TRANSITION,ORG,ORG,Wiki
401KS,CRYPTOCURRENCY,OFFER,GPE,NORP,Wiki
BITCOIN,GOVERNMENTS,UNDERMINE,GPE,ORG,Wiki
BANKS,CAPITAL,SET,ORG,ORG,Wiki
EL_SALVADOR,BITCOIN,ADOPT,GPE,GPE,Wiki
BITTREX,BITCOIN_GOLD,DELIST,ORG,ORG,Wiki
VENMO,SUPPORT,ADD,ORG,ORG,Wiki
AUTHORS,JOURNAL,SIGN,ORG,ORG,Wiki
ENERGY,BITCOIN,RUN,ORG,GPE,Wiki
JAMIE_DIMON,BITCOIN,DUB,PERSON,GPE,Wiki
HONEYWELL,INTEL,ASK,ORG,ORG,Wiki
GORDON_E._MOORE,INTEL,WITHDRAW,PERSON,ORG,Wiki
VCCP,VCC,PUMP,ORG,ORG,Wiki
THE_TOKYO_STOCK_EXCHANGE,HITACHI,LIST,ORG,ORG,Wiki
WESTERN_DIGITAL,HITACHI,SELL,ORG,ORG,Wiki
KKR,GENERAL_ELECTRIC,ACQUIRE,ORG,ORG,Wiki
JAPAN,HITACHI,SELL,GPE,ORG,Wiki
SHOWA_DENKO,HITACHI_CHEMICAL,BUY,PERSON,ORG,Wiki
HITACHI_RAIL_ITALY,FINMECCANICA,RENAME,ORG,GPE,Wiki
WESTERN_DIGITAL,HGST,PURCHASE,ORG,ORG,Wiki
2016,IHS_MARKIT_LTD,FORM,PRODUCT,ORG,Wiki
OFFICE_MAX_ANNOUNCED,GATEWAY,REPLACE,ORG,PERSON,Wiki
SILICON,FULLER,WORK,ORG,PERSON,Wiki
JAMES_L._BUIE,TTL,DEVELOP,PERSON,ORG,Wiki
INTEL_CORPORATION,MICROPROCESSORS,SUPPLY,ORG,GPE,Wiki
SAMSUNG,INTEL,SURPASS,ORG,ORG,Wiki
HUAWEI,CHIPS,RELEASE,PERSON,ORG,Wiki
GORDON_E._MOORE,INTEL,FIND,PERSON,ORG,Wiki
GORDON_E._MOORE,FAIRCHILD_SEMICONDUCTOR,FIND,PERSON,ORG,Wiki
WHO,INTEL,RUN,ORG,ORG,Wiki
GOOGLE,ANDROID_2.3,ANNOUNCE,ORG,ORG,Wiki
DATA,INFORMATION,READ,GPE,ORG,Wiki
BARRETT,ANDY_GROVE,REPLACE,PERSON,PERSON,Wiki
PAT_GELSINGER,SWAN,REPLACE,PERSON,PERSON,Wiki
INTEL,INTEL_GLOBAL_DIVERSITY,RELEASE,ORG,ORG,Wiki
INTEL,PASSWORDBOX,BUY,ORG,ORG,Wiki
RESEARCH,ERICSSON,POOL,ORG,ORG,Wiki
ZILOG,WHO,SELL,GPE,ORG,Wiki
INTELS_WIMAX,CENTRINO,APPLY,ORG,ORG,Wiki
INTEL_CLEAR,INTEL,REPLACE,ORG,ORG,Wiki
THE_EUROPEAN_COMMISSION,INTEL,CEASE,ORG,ORG,Wiki
AMD,CHIPS,MANUFACTURE,ORG,ORG,Wiki
DELL,AMD,ADOPT,ORG,ORG,Wiki
INTEL,PEOPLE,FIRE,ORG,ORG,Wiki
INTEL,WHO,FIRE,ORG,ORG,Wiki
S._J._MATHES,THE_MIRROR_COMPANY,JOIN,PERSON,ORG,Wiki
RON_BURKLE,LOS_ANGELES,BILLIONAIRE,PERSON,GPE,Wiki
TIMES_TIMES,METROMIX,SHUT,ORG,ORG,Wiki
WALT_DISNEY_STUDIOS,THE_TIMES,BLACKLIST,ORG,ORG,Wiki
THE_TIMES,THE_PASADENA_SUN,PUBLISH,ORG,ORG,Wiki
THE_TIMES,THE_GLENDALE_NEWSPRESS,PUBLISH,ORG,ORG,Wiki
BURBANK_LEADER,THE_GLENDALE_NEWSPRESS,ACQUIRE,ORG,ORG,Wiki
TIMESMIRROR_BROADCASTING,KTBCTV,ACQUIRE,ORG,ORG,Wiki
THE_ISLAMIC_DELHI_SULTANATE,NORTH_INDIA,SAVE,ORG,GPE,Wiki
INDIA,139TH,RANK,GPE,PERSON,Wiki
THE_UNITED_STATES,INDIA,VIEW,GPE,GPE,Wiki
2022,INDIA,RANK,PRODUCT,GPE,Wiki
ADMINISTRATION,ENGLISH,USE,ORG,LANGUAGE,Wiki
JEANS,WHO,FAVOUR,NORP,ORG,Wiki
MICROSOFT,THE_COVID19_PANDEMIC,STRAIN,ORG,ORG,Wiki
PLAYERS,GAMES,OBTAIN,ORG,ORG,Wiki
PLAYERS,GAMES,STORE,ORG,ORG,Wiki
USERS,GAMES,PLAY,ORG,ORG,Wiki
SONY,SONY_PLAYSTATION_PLUS,REVAMP,ORG,ORG,Wiki
HYATT,HISTORIANS,PLACE,PERSON,NORP,Wiki
SERVERS,R3000_1989,USE,PERSON,EVENT,Wiki
THE_BYTE_SHOP,APPLE,DELIVER,ORG,ORG,Wiki
USB,HEADPHONES,CONNECT,ORG,ORG,Wiki
AUDIO,USERS,LISTEN,PERSON,ORG,Wiki
IRWIN_M._JACOBS,QUALCOMM,ESTABLISH,PERSON,PERSON,Wiki
ARM_LTD.,QUALCOMM,SUE,ORG,PERSON,Wiki
HUGHES_AIRCRAFT,QUALCOMM,PROVIDE,PERSON,PERSON,Wiki
RESEARCH,QUALCOMM,PROVIDE,ORG,PERSON,Wiki
EUDORA,MICROSOFT_OUTLOOK,ECLIPSE,PRODUCT,ORG,Wiki
QUALCOMM,VERIZON,CREATE,PERSON,GPE,Wiki
QUALCOMM,THE_ALLSEEN_ALLIANCE,FORM,PERSON,ORG,Wiki
2019,QUALCOMM_LIFE,SELL,PRODUCT,ORG,Wiki
BROADCOM,THE_INTERNATIONAL_TRADE_COMMISSION,ASK,ORG,ORG,Wiki
QUALCOMM,BROADCOM,SUE,PERSON,ORG,Wiki
QUALCOMM,THE_INTERNATIONAL_TRADE_COMMISSION,PETITION,PERSON,ORG,Wiki
QUALCOMM,APPLE,OFFER,PERSON,ORG,Wiki
SPACE,SILICON,DISTRIBUTE,NORP,ORG,Wiki
NATURE,SILICON,ASSOCIATE,ORG,ORG,Wiki
SILICON,DIATOMS,USE,ORG,ORG,Wiki
AIRGO_NETWORKS,QUALCOMM,ACQUIRE,PERSON,PERSON,Wiki
SNAPDRAGON,JAVA_SE,PORT,GPE,ORG,Wiki
SNAPDRAGON,JAVA_SE,OPTIMIZE,GPE,ORG,Wiki
KRYO,QUALCOMM,USE,ORG,PERSON,Wiki
QUALCOMM,QUALCOMM_SNAPDRAGON,SHOWCASE,PERSON,PERSON,Wiki
RAM,SRAM,INTEGRATE,ORG,ORG,Wiki
JOSEON,GORYEO,REPLACE,PERSON,PERSON,Wiki
SOUTH_KOREANS,HAN,USE,NORP,NORP,Wiki
BCE,GIJA_JOSEON,FIND,ORG,PERSON,Wiki
WHO,BAEKJE,SUBDUE,ORG,PERSON,Wiki
GORYEO,WHO,ESTABLISH,PERSON,ORG,Wiki
THE_KHITAN_EMPIRE,BALHAE,FALL,GPE,GPE,Wiki
WANG_GEON,BALHAE,WELCOME,PERSON,GPE,Wiki
WANG_GEON,BALHAE,INCLUDE,PERSON,GPE,Wiki
GORYEO,KOREA,RULE,PERSON,GPE,Wiki
CHINA,WHO,ATTACK,GPE,ORG,Wiki
DEAN_RUSK,SEOUL,PLACE,PERSON,GPE,Wiki
THE_UNITED_STATES,WHO,APPOINT,GPE,ORG,Wiki
THE_TEMPORARY_COMMISSION,ELECTIONS,OBSERVE,ORG,ORG,Wiki
NORTH_KOREA,SOUTH_KOREA,INVADE,GPE,GPE,Wiki
SEOUL,THE_OLYMPIC_GAMES,HOST,GPE,EVENT,Wiki
THE_COVID19_PANDEMIC,NORTH_KOREA,AFFECT,ORG,GPE,Wiki
SOUTH_KOREANS,EDUCATION,VIEW,NORP,ORG,Wiki
SOUTH_KOREA,BUDDHISM,INTRODUCE,GPE,NORP,Wiki
KOREA,THE_LIANCOURT_ROCKS,RETURN,GPE,GPE,Wiki
THE_UNITED_STATES,KOREA,ADMINISTRATE,GPE,GPE,Wiki
NORTH_KOREA,SOUTH_KOREA,SHARE,GPE,GPE,Wiki
SOUTH_KOREA,THE_ASIAN_GAMES,HOST,GPE,EVENT,Wiki
SOUTH_KOREA,THE_WINTER_UNIVERSIADE,HOST,GPE,ORG,Wiki
2010,THE_KOREAN_GRAND_PRIX,HOLD,PRODUCT,EVENT,Wiki
HDPE,HARDWARE,CONSIST,ORG,ORG,Wiki
FARMERS,TAIWAN,SETTLE,ORG,GPE,Wiki
CHILDREN,WHO,ACCOMPANY,ORG,ORG,Wiki
TAIWAN,JAPAN,RELINQUISH,GPE,GPE,Wiki
JAPANESE,TAIWAN,BIND,NORP,GPE,Wiki
WWII,JAPANS,SURRENDER,EVENT,NORP,Wiki
FORMOSA,JAPAN,RENOUNCE,GPE,GPE,Wiki
TAIWAN,WHO,COME,GPE,ORG,Wiki
THE_UNITED_STATES,TAIWAN,JOIN,GPE,GPE,Wiki
CHINA,TAIWAN,RELATE,GPE,GPE,Wiki
FRANCE,HARDWARE,SELL,GPE,ORG,Wiki
THE_UNITED_STATES,TAIWAN,DEFEND,GPE,GPE,Wiki
VERNACULAR_CHINESE,CLASSICAL_CHINESE,REPLACE,NORP,NORP,Wiki
KAOHSIUNG,THE_2009_WORLD_GAMES,HOLD,GPE,EVENT,Wiki
TAIWAN,TAEKWONDO,INTRODUCE,GPE,ORG,Wiki
RUSSIA,UKRAINE,INVADE,GPE,GPE,Wiki
RUSSIA,CRIMEA,ANNEX,GPE,PERSON,Wiki
RUSSIA,THE_HUNGARIAN_PEOPLES_REPUBLIC,RECOGNISE,GPE,ORG,Wiki
RUSSIA,KHERSON,CAPTURE,GPE,ORG,Wiki
UKRAINE,KHERSON,RETOOK,GPE,ORG,Wiki
THE_WORLD,PROTESTS,OCCUR,ORG,NORP,Wiki
FRANCE,RUSSIA,ANTAGONIZE,GPE,GPE,Wiki
CRIMEA,RUSSIA,JOIN,PERSON,GPE,Wiki
RUSSIA,UKRAINE,INSIST,GPE,GPE,Wiki
PUTIN,OLAF_SCHOLZ,WARN,PERSON,ORG,Wiki
UKRAINE,PUTIN,INVADE,GPE,PERSON,Wiki
ZELENSKYY,OLAF_SCHOLZ,RENOUNCE,PERSON,ORG,Wiki
RUSSIA,KYIV,SEIZE,GPE,PERSON,Wiki
PUTIN,EMMANUEL_MACRON,TELL,PERSON,PERSON,Wiki
RUSSIA,UKRAINE,BLAME,GPE,GPE,Wiki
UKRAINE,OLEKSANDRIVKA,RETAKE,GPE,GPE,Wiki
KYSELIVKA,UKRAINE,RETAKE,GPE,GPE,Wiki
THE_KIEL_INSTITUTE,84.2B,TRACK,ORG,PERSON,Wiki
THE_UNITED_STATES,UKRAINE,SUPPLY,GPE,GPE,Wiki
UKRAINE,LEGISLATION,PROVIDE,GPE,PERSON,Wiki
RUSSIA,DONBAS,RECOGNISE,GPE,GPE,Wiki
SP_GLOBAL,RUSSIA,PLACE,ORG,GPE,Wiki
RUSSIA,PROTESTS,OCCUPY,GPE,NORP,Wiki
2021,THE_WII,SURPASS,PRODUCT,ORG,Wiki
THE_WII,NINTENDO,REPOSITION,ORG,ORG,Wiki
2012,THE_WII,RELEASE,PRODUCT,ORG,Wiki
IWATA,GENYO_TAKEDA,INSTRUCT,ORG,PERSON,Wiki
THE_UNITED_STATES,NINTENDO,LAUNCH,GPE,ORG,Wiki
NINTENDO,THE_WII,BUILD,ORG,ORG,Wiki
GAMES,USERS,EXPAND,ORG,ORG,Wiki
NINTENDO,PLAYERS,USE,ORG,ORG,Wiki
PLAYERS,REMOTE,HOLD,ORG,ORG,Wiki
WII_FIT,THE_WII_BALANCE_BOARD,RELEASE,PERSON,ORG,Wiki
PEOPLE,GAMES,PLAY,ORG,ORG,Wiki
GAMES,PLAYERS,PURCHASE,ORG,ORG,Wiki
THE_WII,PLAYERS,PURCHASE,ORG,ORG,Wiki
ARS_TECHNICA,THE_WII,COMPARE,PERSON,ORG,Wiki
WHO,NINTENDO,SUE,ORG,ORG,Wiki
IMPA,LINK,TELL,PERSON,ORG,Wiki
JAPAN,ZELDA_II,RELEASE,GPE,PERSON,Wiki
THE_U.S.,WORLD_WAR_II,ENTER,ORG,EVENT,Wiki
THE_VIRGINIA_COLONY,HARVARD_COLLEGE,ESTABLISH,ORG,ORG,Wiki
WHO,THE_CONTINENTAL_ARMY,LEAD,ORG,ORG,Wiki
FLORIDA,SPAIN,CEDE,GPE,GPE,Wiki
THE_UNITED_STATES,AMERICAN_SAMOA,ACQUIRE,GPE,ORG,Wiki
DENMARK,THE_U.S._VIRGIN_ISLANDS,PURCHASE,GPE,GPE,Wiki
MOVEMENT.THE_UNITED_STATES,ISRAEL,SUPPORT,GPE,GPE,Wiki
26TH,THE_U.S.,RANK,PRODUCT,ORG,Wiki
THE_UNITED_STATES,TAIWAN,SUPPLY,GPE,GPE,Wiki
AIR_FORCE,THE_GLOBAL_POSITIONING_SYSTEM,OPERATE,ORG,ORG,Wiki
THE_UNITED_STATES,2ND,RANK,GPE,PRODUCT,Wiki
THE_UNITED_STATES,THE_WORLD,LEAD,GPE,ORG,Wiki
THE_U.S.,EIGHT_OLYMPIC_GAMES,HOLD,ORG,EVENT,Wiki
THE_2028_SUMMER_OLYMPICS,LOS_ANGELES,HOST,EVENT,GPE,Wiki
WHO,THE_2020_PRESIDENTIAL_ELECTION,OVERTURN,ORG,EVENT,Wiki
2020,BIDEN,ELECT,PRODUCT,PERSON,Wiki
GORES,DUKAKIS,PAINT,ORG,PERSON,Wiki
GEORGE_W._BUSH,TREASURER_ANN_RICHARDS,DENY,PERSON,PERSON,Wiki
WEST_VIRGINIA,RUSH_HOLT,WIN,GPE,PERSON,Wiki
BIDEN,SUSSEX_COUNTY,LOSE,PERSON,GPE,Wiki
DEMOCRAT,BOGGS,CHALLENGE,NORP,PERSON,Wiki
BIDEN,BOGGS,TRAIL,PERSON,PERSON,Wiki
BIDEN,BOGGS,UPSET,PERSON,PERSON,Wiki
BARACK,PEOPLE,TOUCH,PERSON,ORG,Wiki
BARACK,PEOPLE,INSPIRE,PERSON,ORG,Wiki
JUDY_WOODRUFF,PBS,MODERATE,PERSON,ORG,Wiki
IOWA,GRAVEL,HAVE,GPE,GPE,Wiki
IOWA,DENNIS_KUCINICH,RENT,GPE,PERSON,Wiki
THE_DEMOCRATIC_PARTY,CNN,PROPOSE,ORG,ORG,Wiki
CNN,THE_COMPASSION_FORUM,BROADCAST,ORG,EVENT,Wiki
CAUCUS,WHO,CHOOSE,ORG,ORG,Wiki
THE_DEMOCRATIC_NATIONAL_CONVENTION,DELEGATES,VOTE,ORG,GPE,Wiki
DELEGATES,CANDIDATES,REMOVE,GPE,PERSON,Wiki
DELEGATES,THE_STATE,SELECT,GPE,GPE,Wiki
OBAMA,CLINTON,BEAT,PERSON,PERSON,Wiki
CLINTON,OBAMAS,COMPARE,PERSON,PERSON,Wiki
EDWARDS,CLINTON,ENDORSE,PERSON,PERSON,Wiki
CONNECTICUT,OBAMA,WIN,GPE,PERSON,Wiki
OHIO,CLINTON,FAVOR,GPE,PERSON,Wiki
OBAMA,CLINTONS,ERASE,PERSON,PERSON,Wiki
TOTAL,CLINTONS,SURPASS,ORG,PERSON,Wiki
CLINTON,OBAMA,ENDORSE,PERSON,PERSON,Wiki
OBAMA,BIDEN,SELECT,PERSON,PERSON,Wiki
OBAMA,DAVID_AXELROD,TELL,PERSON,PERSON,Wiki
KAINE,OBAMA,TELL,PERSON,PERSON,Wiki
MCCAIN,OBAMA,CRITICIZE,PERSON,PERSON,Wiki
OBAMA,MCCAIN,TIE,PERSON,PERSON,Wiki
PALIN,BIDEN,ASK,GPE,PERSON,Wiki
BIDEN,JOHN_MCCAIN,DEMONSTRATE,PERSON,PERSON,Wiki
BIDEN,JOHN_MCCAIN,KNOW,PERSON,PERSON,Wiki
A_U.S._PRESIDENTIAL_FORUM,GOOGLE,SPONSOR,ORG,ORG,Wiki
OBAMA,THE_IRAQ_WAR,OPPOSE,PERSON,EVENT,Wiki
BUSH,MCCAIN,ENDORSE,PERSON,PERSON,Wiki
INDIANA,DEMOCRATIC,VOTE,GPE,NORP,Wiki
BARACK_OBAMA,CLINTON,PASS,PERSON,PERSON,Wiki
BARACK_OBAMA,VOTERS,VIEW,PERSON,ORG,Wiki
THE_STATE,IOWA,VIEW,GPE,GPE,Wiki
BARACK_OBAMA,THE_STATE,SET,PERSON,GPE,Wiki
CLINTON,BARACK_OBAMA,TRAIL,PERSON,PERSON,Wiki
HILLARY_CLINTON,OHIO,CARRY,PERSON,GPE,Wiki
MCCAIN,RUDY_GIULIANI,DISPLACE,PERSON,PERSON,Wiki
ROMNEY,MCCAIN,ENDORSE,PERSON,PERSON,Wiki
GEORGE_W._BUSH,MCCAIN,ENDORSE,PERSON,PERSON,Wiki
SARAH_PALIN,INDEPENDENTS,ALIENATE,PERSON,ORG,Wiki
MCCAIN,OBAMA,DEBATE,PERSON,PERSON,Wiki
STATES,MCCAIN,WORK,GPE,PERSON,Wiki
VOTERS,OBAMA,SUPPORT,ORG,PERSON,Wiki
GEORGE_STEPHANOPOULOS,MODERATORS_CHARLES_GIBSON,DEFEND,PERSON,PERSON,Wiki
IDAHO,MCCAIN,WIN,GPE,PERSON,Wiki
2017,THE_D.C._CIRCUIT,RULE,PRODUCT,ORG,Wiki
WHO,JOBS,BRING,ORG,PERSON,Wiki
OBAMA,BILL_CLINTON,NOMINATE,PERSON,PERSON,Wiki
OBAMA,ROMNEY,DEFEAT,PERSON,PERSON,Wiki
2016,WHO,ELECT,PRODUCT,ORG,Wiki
CANDIDATES,VOTES,SPLIT,PERSON,PERSON,Wiki
DONALD_TRUMP,THE_2020_PRESIDENTIAL_ELECTION,LOSE,PERSON,EVENT,Wiki
OBAMA,RYANS,CARRY,PERSON,NORP,Wiki
CANDIDATES,ROMAN_CATHOLICS,PRACTICE,PERSON,NORP,Wiki
CANDIDATES,DELEGATES,ATTEND,PERSON,GPE,Wiki
MILWAUKEE,BIDEN,TRAVEL,GPE,PERSON,Wiki
THE_WISCONSIN_CENTER,FENCING,SURROUND,ORG,GPE,Wiki
SANDERS,BIDEN,ENDORSE,ORG,PERSON,Wiki
PRODUCER,WHO,ACT,GPE,ORG,Wiki
HILLARY_CLINTON,BIDEN,PRAISE,PERSON,PERSON,Wiki
HILLARY_CLINTON,HARRIS,PRAISE,PERSON,PERSON,Wiki
HILLARY_CLINTON,VOTERS,REPEAT,PERSON,ORG,Wiki
TRUMP,HILLARY_CLINTON,DEFEAT,ORG,PERSON,Wiki
JOHN_KERRY,TRUMP,CRITICIZE,PERSON,ORG,Wiki
MICHELLE_OBAMA,THE_UNITED_STATES,CHARACTERIZE,PERSON,GPE,Wiki
MICHELLE_OBAMA,TRUMP,CHARGE,PERSON,ORG,Wiki
MICHELLE_OBAMA,TRUMPS,FAULT,PERSON,PERSON,Wiki
OBAMA,JOHN_LEWIS,QUOTE,PERSON,PERSON,Wiki
NANCY_PELOSI,BIDEN,PRAISE,PERSON,PERSON,Wiki
WHO,DONALD_TRUMP,BELIEVE,ORG,PERSON,Wiki
URQUIZA,DONALD_TRUMP,CRITICIZE,PERSON,PERSON,Wiki
FOX_NEWS,BIDEN,RETAIN,ORG,PERSON,Wiki
BULLOCK,SWALWELL,REPLACE,ORG,ORG,Wiki
CNN,IOWA,HOST,ORG,GPE,Wiki
SANDERS,WARREN,TELL,ORG,GPE,Wiki
SANDERS,WARREN,DECLINE,ORG,GPE,Wiki
